title,location,time,link,desc
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",19/01/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-go7-3481305083?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=QcV6qKWtxHszW6oRmQ1X3A%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for a full stack developer that wants to take an active role in defining the shape of the future of online travel, we are completely redoing our system into new technologies and looking for people that have that perfection need.About The RoleYou will be a part of a team which is working with various types of data sources - Databases, APIs, remote data structures and more.Work with fellow developers, product managers and Account Managers in order to develop, integrate and maintain state-of-the-art systems, using advanced development tools and methodologies in a microservices architecture.Work as a team with fellow developers in order to achieve R&D goals.Your responsibilities will include a full stack development of our web application. "
Frontend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",24/12/2022,https://il.linkedin.com/jobs/view/frontend-developer-at-explorium-3437845118?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=YOisSxzYwxzEznNGtyXEJA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"Explorium is a cutting-edge data science company that has recently closed a Series C round bringing their total funding to $127 million.Explorium offers a first of its kind data science platform powered by augmented data discovery and feature engineering. By automatically connecting to thousands of external data sources and leveraging machine learning to distill the most impactful signals, the Explorium platform empowers data scientists and business leaders to drive decision-making by eliminating the barrier to acquire the right data and enabling superior predictive power.We are looking for a passionate, creative, and talented Frontend Developer with experience in modern frontend frameworks and an excellent understanding of server-side technologies. We are looking for you if you have an eye for clean code and an appetite for working with the latest web technologies. We expect you to be a real team player with a strong can-do attitude, great communication skills, and self-learning ability.As a developer in our team, you will be part of implementing major technological improvements in the app and creating new features from scratch as the product evolves. Also, you will Collaborate with the rest of the engineering and product managers teams to design and launch new features end-to-end.Responsibilities:Develop new features in web applications with complex data-heavy layouts.Continuously learn and evaluate new technologies in the everlasting effort to perfect our product.Collaborate with product managers, UX/UI designers, and QA in order to deliver the best features.Understanding business priorities, participating in feature design, and incremental delivery of a SaaS application.Working in an Agile environment, at a sustainable pace, in two-week sprints Requirements:At least 3 years of experience in React/Angular/Vue.Deep understanding Javascript.Knowledge in software architecture design, REST API and Web Sockets.Great analytical and troubleshooting skills.Motivated, energetic and ambitious team player.Passionate for code quality, testing and performance. "
Backend Engineer," Hod HaSharon, Center District, Israel ",23/03/2023,https://il.linkedin.com/jobs/view/backend-engineer-at-sony-semicon-il-3533861706?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=VQz0xTjtJndNa8GMPtyRiw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"Design the future. Every day.We are on a mission in taking the world into a new future. Connecting it and enabling new ways of seeing it. By the power of curiosity and passion, using technology, and in full partnership - we lead change day by day. Our vision is built by individuals, connected to one another. We are in the business of creating our own reality, when it’s the daily effort that counts – for an exciting future, one we wish to live in.About The DNN GroupSony Semiconductor Israel’s DNN group (Deep Neural Network group) is developing a leading-in-its-segment deep learning inference processor and SW tools for edge applications.We have a fundamental understanding of how neural networks operate. Our edge device runs the networks with almost no loss in accuracy and minimal power consumption. with our team’s expertise in SW and HW architecture, to develop a product that has the potential to be a landmark in computer technology.The DNN group is a mixture of experts from various fields such as ML researchers, Alg, SW, FW, and HW, with the highest standard of executing complex projects. We have a proven track record of bringing up multiple projects, working and collaborating with the world industry giants.About The RoleThe DNN group is looking to hire a motivated and skilled backend developer.In this role, you’ll have a unique opportunity to join our latest addition to our product line from its inception, a cloud service component as a part of Sony’s eML_Ops ecosystem for AITRIOS – its edge AI sensing platform for facilitating edge & cloud AI systems and applications development.We are looking for a skilled software engineer to design, drive, implement and evolve key capabilities, scenarios, and features for our new product.Responsibilities: Take part in building a new system from scratch Develop and deploy key features in a microservices environment Integrate with 3rd party APIs Investigate and learn new technologiesRequirements:5+ years of experience as a software engineer, working with modern programming languages (Kotlin / Java / .Net)Bachelor’s degree in Computer Science, Engineering, or equivalent alternative from a leading universityExperience working with databases, such as PostgreSQL/MySQL and MongoDBExperience with Spring Boot / Hibernate / Entity FrameworkTeam player with excellent collaboration and communication skillsEager to learn and developAdvantage:Frontend experience: React / Angular / TypeScript / JavaScriptCloud DevOps: knowledge with cloud configurations and networkingData scienceAutomationCI/CDRedisRabbitMQAt Sony Semiconductor Israel, you have the opportunity to work with cutting-edge technology among professional colleges and teammates in an innovative environment that fosters creativity, partnership, and initiative. Join and explore new boundaries and enjoy extensive benefits. Let's design the tomorrow, together. "
Junior React Native Developer," Ramat Gan, Tel Aviv District, Israel ",09/04/2023,https://il.linkedin.com/jobs/view/junior-react-native-developer-at-kaltura-3560295096?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=kr%2FJ7XHEZQaKYF3FrwX7dA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"This is usKaltura’s (NYSE:KLTR) mission is to power any video experience for any organization – live, on-demand, or real-time. We not only want to make using video simpler, but we also want to better people’s lives through video. Founded in 2006, Kaltura is now a global leader in the video market with millions of people using our products daily to teach, learn, watch, connect, and collaborate. Among our customers, you’ll find more than 1000 global, well-known organizations.15+ years since starting the company, we continue to foster a diverse and collaborative work environment where everyone gets a say. Our team is currently 850+ people, and we’re still growing. We have offices in New York, London, Singapore, and Tel Aviv, but our technology is all in the cloud.Kaltura has a fast-paced environment where initiative is always encouraged. Together with our hybrid work model and flexible state of mind, you get the right conditions for creative juices to flow freely. Thanks to our long line of products, cultivation of rich collaborative culture and care for each Kalturian, you’ll never run out of room to grow and evolve.If you don't meet 100% of the requirements below - that's okay, nobody's perfect! We believe in hiring people, not just a list of skills. We encourage you to apply if you think this is a role that would make you excited about coming to work every day.Requirements:The roleWe’re looking for a junior developer for our KUX team in the media&telecom R&D unit.We’re developing a turnkey TV app product across all iOS and Android devices (Mobile and TV) for the PayTV platform that will be used by top tier customers and will help them to shape the future TV experience for their end users.If you like the TV/OTT/Streaming/Netflix world and want to impact how the next generation will consume TV - your place is with us!Ideally, we’re looking for:Highly motivated React Native developer with 1 year of experience in development of React Native appsExcellent user experience intuition and skillsFluency in Typescript, Javascript , CSS3Good understanding of Native and HTML/CSS layoutsAbility to work and learn independently as well as in a team environmentWorking in a distributed agile environmentFluent in English (written and verbal) and excellent communication skillsCreate an inspiring team environment with an open communication cultureThese would also be nice:Experience with native modules and JSIFamiliarities with native build tools, like XCode, Gradle, and Android studioKnowledge how to Upload the app to Google Store / App StoreExperience with automated testing suitesBSc/BA in Computer Science (or equivalent) The perks: Hybrid, flexible work environment Extended private health (including mental) insurance Personal and professional development programs Occasional Cross company long weekends "
Frontend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",12/02/2023,https://il.linkedin.com/jobs/view/frontend-developer-at-dagshub-3519701222?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=Pw3SFqKxuK6rQPiO7lJc%2Bg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"DagsHub is looking for a Frontend Developer to bring our frontend to the next level. If you want to build things from the ground up, and have a central role in the company, this is the stage to join.As our Senior Frontend Developer, you will be the owner and leader of our frontend. We want our product to have the best user experience possible while having a well-engineered frontend that allows us to iterate fast on development tasks with reusable components and clear logic.You willDevelop & design reusable frontend components and servicesLead an overhaul of our existing frontend. Choose the best tech stack and workflow, and work with our backend developers to make it a realityWork with our UI\UX designer and product manager to build a beautiful, practical UI/UX for machine learning workflows. We care about our look and feel, so this is not a second priorityTake ownership of our adoption of frontend performance best practicesQualificationsImprove our support for mobile web browsersExperienced (3+ years of industry experience) working as a frontend developer.Experience in Javascript, and in frontend frameworks like React or similar.Experience in web performance tuning - desktop and mobile.Experience working with Git and Github.Experienced in thinking in terms of business and product goals, translating them to technical solutions, and implementing those solutions.Experience in modern frontend infrastructure, such as npm, webpack, babel, or similar.A fun person to work with! We are in this together for the long haul.BonusExperience in at least one more programming language like Go, Python, C++, Java, etc.Experience in the non-frontend aspects of web application development.Experience collaborating with UX\UI designers.Curious about data science, machine learning, and DevOps - you're a tech enthusiast at heart.You enjoy outward-facing activities such as speaking at events, writing blog posts about your work, and interacting with developer communities.You have an interest or experience in building or contributing to open source projectsAbout DagsHubAt DAGsHub, we're building the next generation GitHub - for data scientists & machine learning engineers. We provide everything data science teams need to manage their projects and collaborate. We are transforming well-established software practices into their natural equivalents in the data-science wild west, and creating new effective ways for data scientists to work together.Our product helps people and teams discover data science experiments & projects, understand the thought process behind experiments, reproduce results and incorporate & review changes in code as well as data and models. We believe this is the way to create the most vibrant collaborative data science community in the world.DAGsHub is a well-funded, high-growth startup building tools for the Open Source Data Science community, with a fast-growing international community on the platform. "
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",19/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-rayzone-group-3535133545?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=mkVrR3pQX%2BXmj54GfLDHgg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for an experienced, motivated, and results-driven Full Stack Developer to join our R&D teamResponsibilitiesEnd to end development of new and existing features including client and server-side code, database schemas and communication APIs.Working with other developers and engineers on complex features requiring integration of multiple services.Taking part in design and code review process.Working with QA and Product teams to create high quality products and appealing visual design.Keep up with new technologies to improve the development process.RequirementsProven work experience of at least 3 years as a full stack developer.Knowledge of web technologies HTML, CSS, JavaScript, HTTP.Knowledge of any modern front-end frameworks like Angular, React or Vue.js.Knowledge of Node.jsFamiliarity with NoSQL data bases like MongoDB, familiarity with SQL query language.Graphic design and visual communications skills - an advantageCommunication and teamwork skills.Experience working in an Agile development process. Academic Degree in Computer Science or relevant field – advantage "
Full Stack Developer," Ramat Gan, Tel Aviv District, Israel ",21/02/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-cyolo-3487717263?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=Ewlkoh4X%2FDKozC3jx8hstg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,"Join our amazing R&D team as a Senior Fullstack Developer!We are looking for someone to help us with our mission to connect every entity in the cyberspace easily, by providing an ID-based connectivity and access control solution.What will you do here? Collaborate with different team members on shipping new features in order to enhance the Cyolo product experience. Drive software engineering best practices, such as automated testing, cross-browser testing, CI/CD, documentation, and more. Help build the culture and foundation of the full-stack engineering team as we seek to grow and evolve. As our Senior Full Stack Developer, you must have: At least 2 years of experience with React / Vue.jsAt least 3 years of experience with backend technology and willingness to learn Golang to contribute to backend code (if you have experience with Golang it’s a huge advantage!) A passion for user experience Experience running, testing, and contributing to a complex front-end web application An understanding of how browsers work beyond JavaScript (e.g., HTTP, DOM, Browser APIs) It’s also nice if you have: Experience writing Typescript Direct experience with MobX or an alternative state management solution (Redux, Recoil) The ability to discuss the design and UX aspects of web applications Experience with Domain-Driven Design, Clean Architecture. "
Full Stack Developer," Netanya, Center District, Israel ",27/02/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-passportcard-labs-3535236023?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=DJXVebuCCc54lgOLAA0IZQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for a talented developer to join our development team. In this role, you will be responsible for designing, coding, testing, modifying, and implementing new or existing software products. Your duties will include liaising with the business, writing clean, scalable code, creating testing protocols, fixing bugs, and deploying programs.To ensure success as a developer, you should have advanced knowledge of programming languages, excellent problem-solving skills, and the ability to work to a deadline. A top-class developer works together with the development team to create high-level programs that perfectly meet the needs of the company.Developer Responsibilities:Close, ongoing contact with members of business to discuss the scope of software projectsAnalyzing existing programs for modification purposesResearching and designing new featuresWriting and implementing, clean, scalable codeTroubleshooting and debugging codeVerifying and deploying software systemsEvaluating user feedbackRecommending and executing program improvementsMaintaining software code and systemsRequirements:Developer Requirements:At least 3 years experience.Advanced knowledge of programming languages including C#, HTML, JavaScriptKnowledge of software systems and frameworks including Azure DevOps, Git, and .NET.Experience with object-Relational Mapping (ORM) frameworks.ExperienceFamiliarity with Agile development technologies.Ability to learn new languages and technologies quickly.Excellent communication skills.Ability to work as part of a team or individually on a project.Ability to work well under pressure. "
Software Developer," Herzliya, Tel Aviv District, Israel ",04/04/2023,https://il.linkedin.com/jobs/view/software-developer-at-nayax-3570356785?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=Mc2ZYZMRdeXsLEZiJF4MYw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,"Nayax is looking for an backend developer to join our software team. If you are a highly motivated, enthusiastic, and experienced software developer – We offer a great working environment in a successful company and development opportunities going forward.The Software Developer will be part of the R&D team and report to the Software Team Leader.IN THIS POSITION YOU WILL:Write and maintain backend services and microservicesDelve into a legacy as well as develop new codeMaintain enhance and develop unit/e2e/integration testsRequirements:WE ARE LOOKING FOR SOMEONE WITH:B.Sc. in Computer Science or Software Engineering3-5 years experience with C#Fair knowledge of SQL, preferably with T-SQLSOLID skills in C# (.net core and .net framework), Object Oriented, Design PatternsA problem solver, bug finder, and fixer.Passion for improving upon current code, introducing and assimilating new technologiesExperience in unit/e2e/integration testsADVANTAGES:Experience with python Experience with logic-rich databasesWho we are:Nayax is a leading global end-to-end retail technology platform for unattended & attended commerce. Our mission is to simplify commerce and payments for retailers while driving growth, optimizing operations, and enhancing consumer engagement.With a strong global presence over the past 17 years, our core products and innovative solutions provide ample professional development opportunities and a strong sense of community within our organization.Nayax Israel is our largest site, housing over 20 different departments and located in the prestigious Herzliya Hills, just a short drive north of Tel Aviv or a very short walk from the train station.Our open space offices accommodate our 400+ employees and when we’re not hard at work, you can find us enjoying an afternoon coffee on the balcony.For a glimpse of what it's like to work at Nayax, check out our Instagram account! https://bit.ly/3G3QDc4.Check out Nayax's page under ""Best Cool Israeli Companies 2022"" by Secret Tel-Aviv: https://bit.ly/3LqzElA.Nayax is constantly growing and we are always on the lookout for enthusiastic, innovative and eager individuals to join us in our growth! "
Front End Developer," Herzliya, Tel Aviv District, Israel ",15/03/2023,https://il.linkedin.com/jobs/view/front-end-developer-at-firearc-technologies-ltd-3554982738?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=Nl5B7mK%2F406KXbeApN5p5g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"FireArc owns, develops, and continually optimizes an intricate system of digital assets, contents, and infrastructures, all contributing to our digital advertising ecosystems.Our products and digital content range from utility applications, habit-tracking mobile apps, and gaming apps, to native advertising ad tech. All our products and content coordinate together to create unique monetization solutions and advanced revenue streams for digital properties.﻿Your Impact & Responsibilities:Design, build, and maintain efficient, reusable, and reliable Front-End codeImplement performance and quality modulesHelp maintain code quality and organizationRequirements:﻿ At least 3+ years of hands-on experience in Front End web development.At least 2+ years of working with WordPress.Deep understanding of JavaScript and TypeScript.Experience with at least one of these frontend frameworks: VueJS / React / Angular.Knowledge of frontend web technologies (HTML, CSS, JS) Proven design skills, planning and development of new user-facing products and features.Experience with distributed version control systems (Git, etc.)Fluent level of English (written and verbal skills). Smart, interdisciplinary, fast learner, and a team player.Can-do attitude, and proactive approach to problem-solving.Education:Bachelor’s degree in computer science or equivalent military experience "
Full Stack Developer (Remote)," Tel Aviv-Yafo, Tel Aviv District, Israel ",14/02/2023,https://il.linkedin.com/jobs/view/full-stack-developer-remote-at-monetizemore-3523503835?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=9U6cwqCXyDwIN6m5fU6ChQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"MonetizeMore builds industry-leading ad technology that is seen by more than 300M+ people per month. The company has been running for 12 years achieving consistent double-digit growth each year with a team of 250+ team members spread across the globe.MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire, and the arbitrary 9 to 5 work-day. Take your life back into your hands by joining the MonetizeMore team!What You’ll Do:Developing features or product using: Node.js, JavaScript, Python/Flask, PostgreSQL, React.js, AWS, Linux, Docker, Git, Cloud Services and any other new technologiesBuilding JavaScript applications capable of tracking and responding to billions of requests per monthDeveloping APIs and integrating with 3rd party APIs to automate manual tasksImplementing UI facilitating third-party reporting and streamlining ad operationsIntegration of services to maximize ad revenues and maintain strong user experiencePlanning and prototyping new applicationsDefect resolution of existing and new issuesUnit testing new features to ensure they conform to MonetizeMore’s quality standards and meet requirementsCode reviewsRunning performance benchmarking testsStaying up to date with new trends and advancements in web development and ad techAttending daily stand-up meetings (30 mins) and other Scrum meetings (Every 2 weeks)Who You Are:3+ years of programming experience using different tech stack 2+ years of experience in web development. Flask, Django, Ruby on Rails or similarSQL database experience, schema design, optimization, query analysis, database administrationKnowledge of D-HTML, experience with ReactJS, AngularJS or similarExperience on Linux platforms – basic administration, builds, software deployment, writing Shell scriptsGIT experienceEnglish language fluencyGood communication skills, self motivatedWhat We Offer:Competitive Salary: Our salary formula adjusts to your cost of living and experience.Work remotely: Live and work wherever you like!Flexible working hours: You have the autonomy to set your own scheduleRetreats: We meet in person for company get-togethers.Professional Career: Growth, trainings, and learning opportunity If you think you are a good fit to join our Technology Department, please apply on this side bar and give specific reasons what sets you apart. We hire individuals, not robots so don’t be afraid to show a little personality.We make hiring decisions based on your experience, skills and passion. Please note that interviews are conducted virtually.Powered by JazzHRZ2IhQDnsSM "
React Developer," Lod, Center District, Israel ",26/02/2023,https://il.linkedin.com/jobs/view/react-developer-at-abra-r-d-solutions-formerly-devalore-3509238482?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=KXe21oYmFWauS2aSC%2FBPDg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,"abra R&D solutions is looking for a skilled React developer to join our team and help us build & maintain innovative and engaging web apps in the Fintech domain, used by millions of users.The ideal candidate will have experience with React and a strong understanding of web development best practices. You will be responsible for development of all features end to end, including managing data store and UI animations, full accessibility support, high performance and securing sensitive data.If you are passionate about web development and have a strong desire to learn and grow, we want to hear from you!Requirements:Responsibilities:Develop and maintain high-quality web app using React.Participate in the architecture, design, and development phase of software productionManage personal work tasks for optimized software delivery.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.Troubleshoot and debug any issues that arise.Deliver high-quality software with extensive Unit Testing.Be responsible for developing and testing critical components of the system.Collaborate closely with the team in designing software and hardware.Participate successfully in an established daily Scrum process.The job includes interactions with the product/project managers, designers, QA, and more!Must Have Requirements:1+ years of experience with React.Experience with Zustand - AdvantageExperience with animations.Strong problem-solving skills and attention to detail.Good verbal and written communication skills.Apply now and be a part of our growing team!abra R&D Solutions is proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law. "
Backend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",13/03/2023,https://il.linkedin.com/jobs/view/backend-developer-at-faye-3554201965?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=YFoKiDjCY5YGIq9nj577BA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"We are looking for a backend developer who loves building rock-solid APIs that are used by dozens of different applications to change the way people interact with travel insurance.We have a series of applications written in Node.JS (using the Nest.JS framework) and we're looking to grow the team responsible for the heart of our technology stack.Qualifications:2+ years of actual work experience with backend development.Direct experience with with a web framework such as Nest, Koa, or Express.Strong experience with data-based applications and a working knowledge of SQL.You don't have to love unit and integration tests, but you know how to write them well.Bonus points for:Direct experience with Typescript and Node.JSFamiliarity with AWS and in particular ECSA love of travel (and insurance as well). "
Frontend Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",23/03/2023,https://il.linkedin.com/jobs/view/frontend-developer-at-moonshot-marketing-ltd-3534435005?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=LOpzNE%2F6wCbkxiSnKY5lFQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,"Moonshot Marketing is a profitable, revenue-generating tech startup in the field of digital marketing. We leverage Artificial Intelligence to help online advertisers maximize results from their campaigns. As Moonshot continues to grow, we're seeking talented individuals like you to help us scale and create our next-generation product.We are looking for a Mid-Level Frontend Developer with a strong UI orientation and up-to-date knowledge of the latest technologies. As a Frontend Developer at Moonshot, you will work with advanced technologies such as React and NextJS to create optimal solutions that meet product requirements, focusing primarily on UI components.Requirements:At least 3+ years of experience in React (w/ Hooks), TypeScript, and JavaScript.Proficient knowledge of CSS/SCSS.Architectural understanding of web applications.Expertise in cross-platform and cross-browser development.Responsibilities:Develop complex frontend web platforms using React, TypeScript, and other modern web technologies.Collaborate with team members to achieve project goals and ensure seamless integration with backend services.Participate in code reviews, adhering to best practices and guidelines.Utilize established development tools and conventions, including but not limited to React, TypeScript, AWS, and JavaScript.Mentor and support junior developers, sharing knowledge and expertise.Bonus Skills & Experience::Experience with state management tools like MobX or Redux.Familiarity with NextJS.Experience with GraphQL.Experience with unit testing frameworks such as Jest, Cypress, etc.B.Sc. in computer science or an equivalent degree.Join our team at Moonshot Marketing and contribute to the development of cutting-edge digital marketing solutions. We offer a collaborative work environment, and numerous opportunities for growth and development.Apply now and become a part of our team "
Full Stack Developer," Tel Aviv-Yafo, Tel Aviv District, Israel ",19/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-accessibe-3561451885?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=vMEtsGWdxbGG9ffnspPK6A%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,"accessiBe is the market leader in web accessibility that makes websites accessible to people with disabilities. accessiBe is more than a workplace, it’s a passion. Each day you’re surrounded by people who share the same goal and values, who work passionately to break down accessibility barriers. We care about all people, regardless of their ability. We hire people that are determined to succeed and who are not afraid of rapid change. Our core values showcase who we are and we strive to focus on excellence and sincerity.We are looking for a Full Stack Developer to join our growing R&D department. You will be responsible for influencing the department's architecture, methodologies, and work protocols. This role is hands-on while being able to learn new things every day and adapting to the company’s growth.Want to make a real impact? Click here and find out how! Click here to learn more about accessiBe's #companyculture ﻿What you'll be doing:End-to-end ownership (from design to deployment) of new components, prototypes, services, and new features.Providing tech architecture designs backed by diagrams and documents.Smashing bugs and preserving the systems alive.Conducting code and design reviews for other teammates.Take part in building the R&D department’s processes and workflow from scratchShare your expertise among the team and become a mentor for new teammates.Technology Stack: NodeJS, React, MongoDB, My-SQL, GCPRequirements:4+ years of proven experience as a Full Stack developerProven experience and deep understanding of web applications developmentWorking experience with one of the following backend technologies: PHP, NodeJS, Python, Ruby, Java, C#, Go and alike.Working experience with one of the following frontend technologies: VueJS, ReactJSWorking experience with relational and non-relational databasesWorking experience with cloud environments (preferred AWS), CI/CD processes, and virtualization: Docker, Kubernetes.Working experience with test automation (unit, functional, E2E, etc) "
Front end software developer," Yoqneam Illit, North District, Israel ",30/03/2023,https://il.linkedin.com/jobs/view/front-end-software-developer-at-nielseniq-3545878386?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=iOXVazwCs6rlwn0p1hiYsw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,"Company DescriptionNielsenIQ Activate is the leading provider of AI-powered customer analytics, personalization, and brand collaboration platform. Serving dozens of retailers and brands across the world using cutting edge big-data, real-time analytics, and data-science automation. Recently acquired by NielsenIQ, ciValue’s solution is disrupting existing data & media monetization model by enabling retailers to remain in control of their revenue.We believe that building a great product and teams starts with amazing, diverse minded and bright people who make an impact, generate creative & innovative ideas and take on new perspectives.Job DescriptionDesign and Develop a large-scale robust software in a cloud environmentResponsibility for the client side of the application (a highly sophisticated User Interface)Define and drive the long-term UI product strategy QualificationsAt least 5 years of experience as a Front-end developerAt least 2 years of React (or Vue / Angular) experience, developing web applications. TypeScriptB.Sc in computer science or equivalent. Experience with CSS / Styled ComponentsExperience in developing UI infrastructure (UI components)Be highly detail oriented yet a strong business & product understanding. Self-motivated and able to define, plan and implement goals, tasks and projects. Experience in Storybook - AdvantageKubernetes & Docker - AdvantageSQL / Databases - AdvantageFrontend testing - unit and components - AdvantageAdditional InformationOur BenefitsFlexible working environmentHealth insuranceParental leaveLife assuranceAbout NIQNIQ, the world’s leading consumer intelligence company, reveals new pathways to growth for retailers and consumer goods manufacturers. With operations in more than 100 countries, NIQ delivers the most complete and clear understanding of consumer buying behavior through an advanced business intelligence platform with integrated predictive analytics. NIQ delivers the Full View.NIQ was founded in 1923 and is an Advent International portfolio company. For more information, visit NIQ.comWant to keep up with the latest updates on our business and #LifeAtNIQ? Follow us on: LinkedIn | Instagram | Twitter | FacebookOur commitment to Diversity, Equity, and InclusionNIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us.We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide.Learn more about how we are driving diversity and inclusion in everything we do by visiting the NielsenIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion/NIQ or any of our subsidiaries will never ask you for money at any point of the recruitment or onboarding process. "
Full Stack Developer," Yokneam Ilit, North District, Israel ",03/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-commit-3539621771?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=etKlwIH5K0rBYNVRCwkmLw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,"SkySoft Solutions is looking for a Java and JavaScript Full Stack Developer to design and develop innovative cloud solutions. The candidate must have demonstrated experience in designing and developing software products.This is a great opportunity to join our leading backend team, work with multiple cutting-edgetechnologies and domains. You will be involved in making business-critical decisions, develop using the latest open-source frameworks and DevOps tools, collaborate with other strong developers in a fast and dynamic development environment.Requirements: 2+ years of experience in software development in Java and JS- Must Experience with Java (11+)Experience with JavaScript Experience with Microservices architecture Familiarity with Kafka - Advantage Experience with modern databases such as SQL\NOSQL Experience with Docker, Kubernetes - Advantage "
Full Stack Developer," Ramat Gan, Tel Aviv District, Israel ",19/03/2023,https://il.linkedin.com/jobs/view/full-stack-developer-at-dragontail-systems-3562281668?refId=%2FlzvY5sLwobx1D9qZhHp%2FA%3D%3D&trackingId=3cjd6Fmz20QTegru6FjUsA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"Dragontail Systems is the leading B2B company of revolutionary optimization software for the food and delivery industry with global presence.Recently joined YUM! Brands, a company with over 52,000 restaurants in more than 150 countries and territories primarily operating the company’s restaurant brands – KFC, Pizza Hut, Taco Bell and The Habit Burger Grill.As a Full Stack Software Engineer you will be a key member of the development team. You are an accomplished back-end developer and you spend also part of your time solving UI/UX challenges making great end to end solutions. You are expected to help design and deliver components and applications . You will own your code from design through implementation and test automation, delivering high quality and valued software.Requirements:3+ years backend development experience2-3 years production Golang experience - Advantage2+ years of SQL experienceExperience with advanced JavaScript frameworks such as – React / Vue / AngularUnit tests experienceExperience working within an Agile SDLC processStrong interpersonal, written, and oral communication skills (English/Hebrew)Technical documentation skillsAbility to present ideas in user-friendly languageSelf-motivated and directed, with keen attention to detailAble to prioritize and execute tasks in a high-pressure environment "
